,championId,WR,count
0,1,0.48226415094339625,1325.0
1,2,0.3181818181818182,22.0
2,3,0.48965117962078447,13818.0
3,4,0.4038876889848812,463.0
4,5,0.4025974025974026,154.0
5,6,0.27906976744186046,86.0
6,7,0.47772181325067803,2581.0
7,8,0.24561403508771928,57.0
8,9,0.49363057324840764,2826.0
9,10,0.3368421052631579,95.0
10,11,0.26582278481012656,158.0
11,12,0.5045910794696988,39751.0
12,13,0.2714285714285714,70.0
13,14,0.49193548387096775,868.0
14,15,0.38235294117647056,68.0
15,16,0.5106202552091746,24764.0
16,17,0.392,1125.0
17,18,0.10344827586206896,29.0
18,19,0.45806451612903226,155.0
19,20,0.40062305295950157,1605.0
20,21,0.4129501156260324,3027.0
21,22,0.4403292181069959,2187.0
22,23,0.21830985915492956,142.0
23,24,0.291970802919708,137.0
24,25,0.4918504835379767,36812.0
25,26,0.5148152982639342,15322.0
26,27,0.4149933065595716,747.0
27,28,0.3,30.0
28,29,0.4404104183109708,1267.0
29,30,0.5215123859191656,767.0
30,31,0.4639175257731959,582.0
31,32,0.5217446786789852,78364.0
32,33,0.39563106796116504,412.0
33,34,0.49332648870636553,3896.0
34,35,0.49132121707167653,14691.0
35,36,0.4722222222222222,252.0
36,37,0.508681041725007,7142.0
37,38,0.16049382716049382,81.0
38,39,0.15566037735849056,212.0
39,40,0.5060899437851343,12808.0
40,41,0.21621621621621623,37.0
41,42,0.3157894736842105,19.0
42,43,0.4848067336356121,39919.0
43,44,0.5077006704113064,5519.0
44,45,0.4955661664392906,5864.0
45,48,0.47943779281624155,3842.0
46,50,0.47969483568075116,8520.0
47,51,0.2465753424657534,73.0
48,53,0.5235202564579075,86096.0
49,54,0.437607820586544,1739.0
50,55,0.34,150.0
51,56,0.3,30.0
52,57,0.5318018890138929,38221.0
53,58,0.4642857142857143,28.0
54,59,0.45576407506702415,2984.0
55,60,0.4959016393442623,244.0
56,61,0.4430379746835443,237.0
57,62,0.47493403693931396,758.0
58,63,0.4907186179011211,10882.0
59,64,0.4041708043694141,1007.0
60,67,0.15753424657534246,146.0
61,68,0.38821752265861026,662.0
62,69,0.40601503759398494,133.0
63,72,0.5,44.0
64,74,0.4959785522788204,2238.0
65,75,0.2971014492753623,138.0
66,76,0.4362745098039216,408.0
67,77,0.32,25.0
68,78,0.5132530120481927,4980.0
69,79,0.4788606234324615,5582.0
70,80,0.4745839295127645,13279.0
71,81,0.29553264604810997,582.0
72,82,0.41711229946524064,187.0
73,83,0.14285714285714285,7.0
74,84,0.2857142857142857,77.0
75,85,0.44640605296343,793.0
76,86,0.17293233082706766,133.0
77,89,0.5124179859146452,83065.0
78,90,0.4458204334365325,323.0
79,91,0.21875,96.0
80,92,0.3076923076923077,65.0
81,96,0.38961038961038963,77.0
82,98,0.5083857442348009,5724.0
83,99,0.47704770477047703,22220.0
84,101,0.49084029443387645,48364.0
85,102,0.21052631578947367,19.0
86,103,0.5024390243902439,615.0
87,104,0.28342245989304815,187.0
88,105,0.43119266055045874,109.0
89,106,0.4125874125874126,143.0
90,107,0.4369369369369369,444.0
91,110,0.43037974683544306,79.0
92,111,0.4993675758908931,36368.0
93,112,0.4772727272727273,176.0
94,113,0.47572815533980584,309.0
95,114,0.3055555555555556,72.0
96,115,0.46622734761120266,1214.0
97,117,0.49322093697235453,79362.0
98,119,0.05263157894736842,19.0
99,120,0.15384615384615385,26.0
100,121,0.2,15.0
101,122,0.33613445378151263,119.0
102,126,0.2857142857142857,98.0
103,127,0.45952109464082097,877.0
104,131,0.30612244897959184,49.0
105,133,0.4166666666666667,72.0
106,134,0.45534407027818447,1366.0
107,136,0.35,20.0
108,141,0.3902439024390244,41.0
109,142,0.4822866344605475,1242.0
110,143,0.5104443600455754,13165.0
111,145,0.2982456140350877,57.0
112,147,0.4827752117013087,10392.0
113,150,0.36585365853658536,41.0
114,154,0.49936688825577713,6318.0
115,157,0.24579124579124578,297.0
116,161,0.4940636805180788,7412.0
117,163,0.5332406763956451,4317.0
118,164,0.4427767354596623,533.0
119,166,0.375886524822695,282.0
120,201,0.5108339108339108,21645.0
121,202,0.3291139240506329,79.0
122,203,0.21052631578947367,19.0
123,222,0.15,20.0
124,223,0.49697636063771305,1819.0
125,234,0.3741935483870968,310.0
126,235,0.4903880597014925,25125.0
127,236,0.23129251700680273,147.0
128,238,0.336283185840708,226.0
129,240,0.532051282051282,156.0
130,245,0.43882091212458285,1798.0
131,246,0.4782608695652174,483.0
132,254,0.45714285714285713,105.0
133,266,0.37404580152671757,131.0
134,267,0.500845147219193,73360.0
135,268,0.44,200.0
136,350,0.4878781534596462,95530.0
137,360,0.06,50.0
138,412,0.49620305252132274,106928.0
139,420,0.16129032258064516,31.0
140,421,0.425531914893617,94.0
141,427,0.5354969574036511,493.0
142,429,0.20833333333333334,24.0
143,432,0.5146697066058679,16667.0
144,497,0.5062800883193976,27627.0
145,498,0.25,8.0
146,516,0.4551422319474836,457.0
147,517,0.4486873508353222,2933.0
148,518,0.48746403616933826,2433.0
149,523,0.14285714285714285,35.0
150,526,0.5127681979728841,15194.0
151,555,0.4994328840029664,45846.0
152,711,0.4746753246753247,6160.0
153,777,0.23076923076923078,286.0
154,875,0.4527193618564177,13790.0
155,876,0.32413793103448274,145.0
156,887,0.2571428571428571,35.0
