,gameId,gameMapId,gameType,subType,createDate,gameLength,interestScore,goldLeadChangeCount,isSurrender,coreMinute,coreMinuteGoldDiff,isComebackWin,maxGoldDiffBeforeComeback,maxGoldDiffMinBeforeComeback,firstGoldLeadMinAfterComeback,version,scanned,isFullData,isPlusData,p.gameId,p.createDate,teamId,summonerId,isUnknownSummoner,participantId,championId,result,skinIndex,spell1,spell2,leaver,experienceEarned,eligibleFirstWinOfDay,ipEarned,boostXpEarned,boostIpEarned,premadeSize,item0,item1,item2,item3,item4,item5,item6,level,championsKilled,numDeaths,assists,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,physicalDamageTaken,sightWardsBoughtInGame,visionWardsBoughtInGame,wardKilled,wardPlaced,totalHeal,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,visionScore,timeCCingOthers,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,lane,role,keystoneMasteryId,tierRank,position,isDetail,isRanked,perk0,perkPrimaryStyle,perkSubStyle,opScore,opScoreRank,isOPScoreMaxInTeam
0,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,200,2058815,0,6,266,LOSE,0,12,4,0,0,0,0,0,0,0,6630,3047,3053,3133,1054,1037,3364,14,7,7,10,9,1,0,159,2,0,3,11124,14824,0,19409,0,3,2,6,8001,14936,105238,32994,0,0,17,18,24875,8992,3351,TOP,SOLO,0,G41,T,1,1,8010,8000,8400,6.26,7,0
1,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,100,3861199,0,2,59,WIN,0,11,4,0,0,0,0,0,0,0,6630,0,2055,3053,3076,3047,3364,14,2,6,14,112,1,0,19,1,0,0,9485,9561,1534,13717,0,7,1,4,5934,11769,103803,23266,0,0,26,18,19935,8811,95,JUNGLE,NONE,0,S378,J,1,1,8010,8000,8100,6.26,6,0
2,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,200,4848448,0,9,81,LOSE,0,4,7,0,0,0,0,0,0,0,3158,6632,3042,1055,3024,0,3340,12,5,8,7,4,0,0,129,1,0,3,8817,13582,3860,7922,0,0,1,7,2241,17607,89354,19500,0,0,9,1,6316,1429,1429,BOTTOM,CARRY,0,,A,1,1,8010,8000,8200,4.57,10,0
3,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,200,13112023,0,10,350,LOSE,0,3,14,0,0,0,0,0,0,0,2055,3853,6617,3011,3114,1052,3364,12,2,4,20,0,0,0,6,1,0,0,7271,547,6268,3062,0,4,1,14,9826,7601,11990,6307,0,0,34,13,3189,712,0,BOTTOM,SUPPORT,0,,S,1,1,8214,8200,8000,5.48,8,0
4,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,200,17021874,0,8,64,LOSE,0,11,4,0,0,0,0,0,0,0,6630,2031,2055,3053,3047,3071,3340,13,13,7,10,76,0,0,32,2,0,5,11744,13021,1746,18000,0,5,5,10,6770,15306,107797,32725,0,0,21,22,26927,18423,2036,JUNGLE,NONE,0,S21,J,1,1,8010,8000,8300,7.51,2,1
5,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,100,26042455,0,4,115,WIN,0,7,4,0,0,0,0,0,0,0,2420,3020,3040,3165,3191,6653,3363,14,12,6,7,20,3,0,197,2,0,4,14540,1114,33296,8085,0,0,2,6,1350,34750,182472,14362,0,0,13,17,6550,21943,21943,BOTTOM,CARRY,0,,A,1,1,8229,8200,8300,7.58,1,1
6,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,200,79951570,0,7,134,LOSE,0,12,4,0,0,0,0,0,0,0,6655,3157,3040,3020,0,0,3364,14,7,4,13,12,2,0,151,1,0,5,10785,1356,18884,5901,0,1,2,4,1581,20240,113037,13064,0,0,18,47,5239,3682,3302,MIDDLE,SOLO,0,,M,1,1,8230,8200,8300,6.61,5,0
7,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,100,83442611,0,5,412,WIN,0,14,4,0,0,0,0,0,0,0,3857,3190,3117,3050,2055,3067,3364,13,2,10,17,1,0,0,37,1,0,0,8178,972,4521,14465,0,7,6,22,2054,6249,32758,21929,0,0,54,28,20532,4608,1641,BOTTOM,SUPPORT,0,S212,S,1,1,8439,8400,8300,6.91,4,0
8,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,100,86168469,0,3,6,WIN,0,14,4,0,0,0,0,0,0,0,1036,6630,3748,3047,1037,0,3340,15,5,6,6,0,0,1,165,2,0,4,10655,9194,0,10188,0,0,2,8,4478,10988,109273,19501,0,0,16,21,20808,9777,2171,MIDDLE,SOLO,0,S331,M,1,1,8005,8000,8400,5.41,9,0
9,5521647261,11,MATCHED_GAME,440,2021-10-21 01:05:26,1627,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647261,2021-10-21 01:05:26,100,87981968,0,1,67,WIN,0,6,4,0,0,0,0,0,0,0,3123,6672,3124,3091,3006,1043,3363,16,9,6,5,17,4,0,184,2,290,4,14656,12936,454,12187,0,1,4,9,1338,19881,144617,14331,0,0,28,7,6661,19963,8983,TOP,SOLO,0,,T,1,1,8005,8000,8100,6.97,3,0
10,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,100,1595287,0,2,202,LOSE,0,7,4,0,0,0,0,0,0,0,6671,3009,6676,3036,2015,0,0,14,12,4,8,0,1,0,41,3,794,7,11267,13869,1690,4128,0,0,0,0,2886,15581,47535,8781,0,0,0,21,3507,1530,1530,NONE,SUPPORT,0,B284,,1,0,8128,8100,8000,0.0,0,0
11,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,100,2741087,0,3,62,LOSE,0,32,4,0,0,0,0,0,0,0,6632,3111,3071,1036,0,0,2052,13,1,9,14,0,0,0,14,1,0,0,8268,6352,1848,9844,0,0,0,0,2567,8280,20363,21016,0,0,0,10,13992,217,217,NONE,SUPPORT,0,,,1,0,8010,8000,8100,0.0,0,0
12,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,100,3152337,0,1,15,LOSE,0,7,4,0,0,0,0,0,0,0,6673,3070,3133,1001,1036,0,2052,11,3,6,6,0,0,0,37,1,241,2,8301,10114,0,4626,0,0,0,0,1372,10114,32471,9172,0,0,0,0,5679,340,340,NONE,DUO,0,,,1,0,8008,8000,8100,0.0,0,0
13,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,100,3289475,0,4,53,LOSE,0,32,4,0,0,0,0,0,0,0,6656,3158,2421,3191,4629,0,0,14,4,5,14,0,0,0,14,1,0,3,9830,2139,8715,6946,0,0,0,0,1536,11660,22851,14786,0,0,0,48,14882,0,0,NONE,SUPPORT,0,G433,,1,0,8439,8400,8300,0.0,0,0
14,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,200,6905228,0,10,12,WIN,0,32,4,0,0,0,0,0,0,0,3075,3047,3068,3082,3067,0,0,14,1,5,25,0,1,1,14,1,26,0,9073,742,6252,11428,0,0,0,0,9840,7440,18546,16131,0,0,0,37,26147,2262,2262,NONE,SUPPORT,0,,,1,0,8439,8400,8300,0.0,0,0
15,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,200,82766109,0,8,81,WIN,0,7,4,0,0,0,0,0,0,0,3042,6632,3158,1053,1043,0,0,15,14,2,18,0,0,0,53,2,0,7,11953,18248,9983,4848,0,0,0,0,2873,28231,69074,11947,0,0,0,0,4286,2415,2415,NONE,SUPPORT,0,S392,,1,0,8010,8000,8200,0.0,0,0
16,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,200,84331976,0,7,51,WIN,0,14,4,0,0,0,0,0,0,0,6671,2031,3006,3095,3094,1018,0,14,11,6,12,0,2,0,62,3,700,6,11078,10166,1324,6393,0,0,0,0,1295,12148,52437,12421,0,0,0,21,5146,1615,1615,NONE,DUO,0,S429,,1,0,8021,8000,8100,0.0,0,0
17,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,100,86023171,0,5,17,LOSE,0,7,4,0,0,0,0,0,0,0,6653,2031,3020,4637,3916,0,2052,13,2,9,9,0,0,0,24,1,0,0,8862,986,12546,8322,0,0,0,0,1275,14004,30978,14996,0,0,0,33,6225,574,574,NONE,SUPPORT,0,B452,,1,0,8128,8100,8000,0.0,0,0
18,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,200,86227982,0,9,89,WIN,0,6,7,0,0,0,0,0,0,0,3068,2003,1028,3111,3075,0,0,14,2,3,18,0,1,0,9,1,19,0,9458,1283,3809,8229,0,0,0,0,1940,5092,13140,11340,0,0,0,26,13986,460,460,NONE,SUPPORT,0,B260,,1,0,8439,8400,8300,0.0,0,0
19,5521648789,12,MATCHED_GAME,450,2021-10-21 01:05:19,879,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521648789,2021-10-21 01:05:19,200,86503240,0,6,20,WIN,0,4,6,0,0,0,0,0,0,0,4636,3020,4629,1029,1052,0,0,14,5,6,16,0,0,0,26,2,0,2,10026,332,12047,11874,0,0,0,0,6466,12743,33819,17110,0,0,0,28,11665,472,472,NONE,SUPPORT,0,,,1,0,8128,8100,8200,0.0,0,0
20,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,100,3318185,0,5,32,WIN,0,4,14,0,0,0,0,0,0,0,2031,3860,3190,2055,3047,0,3364,11,0,1,12,0,0,0,34,0,0,0,5643,553,2830,4882,0,5,5,13,1068,3592,17571,6787,0,0,30,26,6359,1132,134,MIDDLE,SUPPORT,0,D175,S,1,1,8439,8400,8300,6.07,5,0
21,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,100,11630594,0,4,222,WIN,0,7,4,0,0,0,0,0,0,0,1038,0,6672,3006,3046,1055,3363,12,6,3,9,6,3,1,186,3,1567,5,10653,14965,163,7917,0,3,3,9,900,17573,123356,9910,0,0,14,9,4362,16435,7010,MIDDLE,DUO,0,D227,A,1,1,8008,8000,8200,7.83,2,0
22,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,200,13934012,0,9,523,LOSE,0,7,4,0,0,0,0,0,0,0,6676,6671,0,0,0,3006,3363,11,4,4,5,8,0,0,147,3,405,4,7748,6827,702,7617,0,1,5,6,2348,7575,70859,10635,0,0,16,8,5021,4751,105,BOTTOM,CARRY,0,D291,A,1,1,8008,8000,8100,5.57,6,1
23,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,200,19431641,0,7,104,LOSE,0,11,4,0,0,0,0,0,0,0,3142,1033,0,0,6673,1001,3364,11,5,8,5,92,0,0,10,1,231,4,7867,8485,436,9044,0,4,4,5,3543,9307,87552,15625,0,0,22,12,8977,7572,0,JUNGLE,NONE,0,D10,J,1,1,8021,8000,8200,5.55,7,0
24,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,200,86757854,0,10,12,LOSE,0,4,14,0,0,0,0,0,0,0,3860,3190,0,0,3117,0,3364,9,0,3,9,0,0,0,31,0,0,0,4731,964,2930,7766,0,4,4,15,2863,4134,13015,12055,0,0,31,27,12857,0,0,BOTTOM,SUPPORT,0,D276,S,1,1,8439,8400,8300,5.45,8,0
25,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,200,87586424,0,6,516,LOSE,0,12,4,0,0,0,0,0,0,0,3158,6662,2031,1054,3001,1028,3340,12,2,4,0,0,1,0,153,1,0,0,7494,4024,4895,8056,0,2,1,7,166,9130,81099,14239,0,0,12,23,14961,4892,2145,TOP,SOLO,0,D19,T,1,1,8360,8300,8400,5.21,10,0
26,5521647948,11,MATCHED_GAME,420,2021-10-21 01:05:18,1233,0,0,,,,0,,,,11.21.403.3002,0,1,0,5521647948,2021-10-21 01:05:18,100,88068192,0,2,64,WIN,0,11,4,0,0,0,0,0,0,0,3053,6630,0,3047,3067,0,3340,12,7,3,13,109,3,0,16,2,0,2,10780,9753,2086,13414,0,7,2,12,6234,12399,98507,18676,0,0,20,16,16492,13093,125,JUNGLE,NONE,0,D246,J,1,1,8010,8000,8300,8.28,1,1
