,championId_x,championId_y,WR,count
270,10,37,0.0,1.0
271,10,40,0.5,2.0
272,10,43,0.5,2.0
273,10,45,0.0,1.0
274,10,53,0.6666666666666666,3.0
275,10,57,0.0,1.0
276,10,79,1.0,1.0
277,10,81,0.0,1.0
278,10,99,0.3333333333333333,3.0
279,10,101,0.3333333333333333,3.0
280,10,111,0.0,2.0
281,10,117,0.0,3.0
282,10,143,1.0,1.0
283,10,235,0.6666666666666666,3.0
284,10,236,0.0,1.0
285,10,267,0.5,2.0
286,10,350,0.3333333333333333,6.0
287,10,412,0.5,4.0
288,10,497,0.0,3.0
289,10,555,0.0,3.0
290,11,4,1.0,1.0
291,11,8,0.0,1.0
292,11,10,0.0,1.0
293,11,12,1.0,2.0
294,11,16,0.0,1.0
295,11,17,0.0,1.0
296,11,20,0.0,6.0
297,11,25,0.0,1.0
298,11,26,0.0,4.0
299,11,31,0.0,1.0
300,11,32,0.2,5.0
301,11,34,1.0,1.0
302,11,35,0.0,1.0
303,11,37,0.0,1.0
304,11,43,0.3333333333333333,6.0
305,11,44,0.0,7.0
306,11,48,0.0,1.0
307,11,53,0.2,5.0
308,11,54,0.0,1.0
309,11,57,0.5,2.0
310,11,59,0.0,1.0
311,11,63,0.0,1.0
312,11,76,0.0,1.0
313,11,80,0.0,1.0
314,11,84,0.0,1.0
315,11,86,0.0,1.0
316,11,89,0.0,1.0
317,11,92,0.0,1.0
318,11,99,1.0,1.0
319,11,101,0.75,4.0
320,11,117,0.5,4.0
321,11,145,0.0,1.0
322,11,163,0.0,1.0
323,11,201,0.0,1.0
324,11,235,0.2,5.0
325,11,267,0.0,1.0
326,11,268,0.0,2.0
327,11,350,0.4090909090909091,22.0
328,11,412,0.5,4.0
329,11,432,0.3333333333333333,3.0
330,11,497,0.0,1.0
331,11,517,0.0,1.0
332,11,518,0.0,1.0
333,11,555,1.0,1.0
334,11,875,0.3333333333333333,3.0
335,12,7,0.0,1.0
336,13,3,0.0,1.0
337,13,7,0.5,2.0
338,13,12,0.25,4.0
339,13,16,0.5,2.0
340,13,17,0.0,1.0
341,13,21,0.5,2.0
342,13,25,0.0,3.0
343,13,26,0.5,2.0
344,13,31,0.0,3.0
345,13,32,0.6,5.0
346,13,34,0.0,1.0
347,13,35,0.6,5.0
348,13,37,1.0,1.0
349,13,40,1.0,1.0
350,13,43,0.3333333333333333,3.0
351,13,45,0.0,1.0
352,13,51,0.0,1.0
353,13,53,0.45454545454545453,11.0
354,13,57,0.6666666666666666,6.0
355,13,63,0.0,1.0
356,13,64,0.0,1.0
357,13,74,1.0,1.0
358,13,80,0.8,5.0
359,13,81,0.5,2.0
360,13,89,0.0,3.0
361,13,99,0.25,4.0
362,13,101,0.0,3.0
363,13,111,1.0,1.0
364,13,117,0.6666666666666666,3.0
365,13,142,0.6666666666666666,3.0
366,13,143,0.0,1.0
367,13,147,1.0,1.0
368,13,157,0.0,2.0
369,13,163,0.5,2.0
370,13,166,0.0,1.0
371,13,201,0.6666666666666666,3.0
372,13,234,0.0,1.0
373,13,235,0.25,8.0
374,13,267,0.3333333333333333,6.0
375,13,350,0.375,8.0
376,13,412,0.375,8.0
377,13,432,0.0,3.0
378,13,497,0.3333333333333333,3.0
379,13,517,0.3333333333333333,3.0
380,13,526,1.0,1.0
381,13,555,0.75,4.0
382,13,777,0.0,1.0
383,13,875,1.0,3.0
384,14,7,1.0,1.0
385,14,30,0.0,1.0
386,14,32,1.0,1.0
387,14,43,0.5,2.0
388,14,53,0.0,1.0
389,14,80,0.0,1.0
390,14,89,0.0,1.0
391,14,101,0.0,1.0
392,14,117,0.0,1.0
393,14,235,0.5925925925925926,27.0
394,14,350,0.5,2.0
395,14,412,0.0,1.0
396,14,555,1.0,1.0
397,15,1,0.4,10.0
398,15,2,0.0,1.0
399,15,3,0.5285714285714286,70.0
400,15,4,0.5,2.0
401,15,5,0.5,2.0
402,15,6,0.0,1.0
403,15,7,0.5,22.0
404,15,8,0.0,2.0
405,15,9,0.5357142857142857,28.0
406,15,12,0.6042780748663101,187.0
407,15,14,0.38461538461538464,13.0
408,15,16,0.507537688442211,199.0
409,15,17,0.42857142857142855,14.0
410,15,19,0.0,1.0
411,15,20,0.46153846153846156,13.0
412,15,21,0.4358974358974359,39.0
413,15,22,0.34782608695652173,23.0
414,15,24,0.0,1.0
415,15,25,0.46311475409836067,244.0
416,15,26,0.5317919075144508,173.0
417,15,27,0.5,8.0
418,15,29,0.5,16.0
419,15,30,0.8,5.0
420,15,31,0.3333333333333333,3.0
421,15,32,0.5066666666666667,375.0
422,15,33,0.0,1.0
423,15,34,0.47368421052631576,38.0
424,15,35,0.4601226993865031,163.0
425,15,36,0.3333333333333333,3.0
426,15,37,0.47692307692307695,65.0
427,15,39,0.5,2.0
428,15,40,0.525,120.0
429,15,43,0.47924528301886793,265.0
430,15,44,0.45454545454545453,33.0
431,15,45,0.5625,48.0
432,15,48,0.375,32.0
433,15,50,0.5076923076923077,65.0
434,15,53,0.5639412997903563,477.0
435,15,54,0.36363636363636365,22.0
436,15,55,0.0,2.0
437,15,57,0.5639810426540285,211.0
438,15,59,0.4,15.0
439,15,60,0.3333333333333333,3.0
440,15,61,0.0,1.0
441,15,62,1.0,1.0
442,15,63,0.5252525252525253,99.0
443,15,64,0.6666666666666666,9.0
444,15,67,0.0,2.0
445,15,68,0.42857142857142855,7.0
446,15,74,0.42857142857142855,21.0
447,15,75,0.0,1.0
448,15,76,0.5,6.0
449,15,78,0.5526315789473685,38.0
450,15,79,0.375,32.0
451,15,80,0.53125,64.0
452,15,81,0.42857142857142855,7.0
453,15,82,0.5,2.0
454,15,84,1.0,1.0
455,15,85,0.38461538461538464,13.0
456,15,86,0.0,1.0
457,15,89,0.506631299734748,377.0
458,15,90,0.75,4.0
459,15,92,0.5,2.0
460,15,98,0.42857142857142855,42.0
461,15,99,0.505,200.0
462,15,101,0.4758909853249476,477.0
463,15,103,0.6,5.0
464,15,104,0.0,3.0
465,15,105,0.75,4.0
466,15,106,0.0,1.0
467,15,107,0.42857142857142855,7.0
468,15,110,0.0,1.0
469,15,111,0.47651006711409394,149.0
470,15,112,1.0,1.0
471,15,113,0.5,2.0
472,15,114,0.0,1.0
473,15,115,0.5833333333333334,12.0
474,15,117,0.5239616613418531,313.0
475,15,126,0.0,2.0
476,15,127,0.5,2.0
477,15,131,0.0,1.0
478,15,134,0.42857142857142855,14.0
479,15,141,1.0,1.0
480,15,142,0.2222222222222222,9.0
481,15,143,0.5,124.0
482,15,145,0.0,1.0
483,15,147,0.4883720930232558,86.0
484,15,154,0.40540540540540543,37.0
485,15,157,0.4,5.0
486,15,161,0.5384615384615384,78.0
487,15,163,0.5714285714285714,42.0
488,15,164,1.0,3.0
489,15,166,0.0,2.0
490,15,201,0.4659090909090909,88.0
491,15,203,0.0,1.0
492,15,223,0.375,8.0
493,15,235,0.5181347150259067,193.0
494,15,236,0.0,1.0
495,15,238,0.3333333333333333,3.0
496,15,240,0.0,1.0
497,15,245,0.4375,16.0
498,15,246,1.0,3.0
499,15,254,1.0,3.0
500,15,266,0.0,2.0
501,15,267,0.4605263157894737,152.0
502,15,268,1.0,3.0
503,15,350,0.5016260162601626,1230.0
504,15,360,0.0,1.0
505,15,412,0.5073068893528184,479.0
506,15,427,1.0,1.0
507,15,432,0.5821917808219178,146.0
508,15,497,0.48091603053435117,131.0
509,15,517,0.4444444444444444,18.0
510,15,518,0.6,15.0
511,15,526,0.5121951219512195,41.0
512,15,555,0.5543859649122806,285.0
513,15,711,0.425,40.0
514,15,875,0.4827586206896552,58.0
515,15,876,1.0,1.0
516,16,10,0.0,1.0
517,16,20,0.0,1.0
518,16,36,0.0,1.0
519,16,37,0.0,1.0
520,16,43,0.0,1.0
521,16,89,0.0,1.0
522,16,98,0.0,1.0
523,16,117,0.0,1.0
524,16,147,0.0,1.0
525,16,267,0.0,1.0
526,16,350,0.4,5.0
527,16,427,0.0,1.0
528,16,432,0.5,2.0
529,16,555,0.5,2.0
530,17,3,0.0,1.0
531,17,4,0.0,1.0
532,17,7,1.0,1.0
533,17,8,0.0,1.0
534,17,11,0.0,1.0
535,17,12,0.0,3.0
536,17,13,0.0,1.0
537,17,14,0.0,2.0
538,17,15,0.0,1.0
539,17,16,0.6666666666666666,3.0
540,17,19,1.0,1.0
541,17,20,0.2857142857142857,7.0
542,17,21,0.3333333333333333,3.0
543,17,22,0.5,2.0
544,17,23,0.0,1.0
545,17,25,0.42857142857142855,7.0
546,17,26,0.5,2.0
547,17,27,0.0,1.0
548,17,28,0.0,1.0
549,17,29,0.0,2.0
550,17,30,1.0,1.0
551,17,32,0.2,5.0
552,17,33,0.0,4.0
553,17,34,0.5,4.0
554,17,35,0.2857142857142857,7.0
555,17,37,0.0,1.0
556,17,39,0.0,1.0
557,17,40,0.3333333333333333,3.0
558,17,43,0.3333333333333333,3.0
559,17,44,0.0,1.0
560,17,45,0.3333333333333333,3.0
561,17,51,0.0,1.0
562,17,53,0.1111111111111111,9.0
563,17,54,0.0,1.0
564,17,56,1.0,1.0
565,17,57,0.375,8.0
566,17,63,0.0,3.0
567,17,64,0.0,2.0
568,17,68,0.0,1.0
569,17,74,0.0,3.0
570,17,76,0.0,1.0
571,17,80,0.0,1.0
572,17,81,0.0,4.0
573,17,83,0.0,1.0
574,17,84,0.0,1.0
575,17,86,0.0,5.0
576,17,89,0.14285714285714285,7.0
577,17,90,0.0,1.0
578,17,98,1.0,1.0
579,17,99,0.2,5.0
580,17,101,0.1,10.0
581,17,104,0.5,2.0
582,17,110,0.0,1.0
583,17,111,0.0,2.0
584,17,114,0.0,1.0
585,17,115,0.5,2.0
586,17,117,0.09090909090909091,11.0
587,17,143,0.0,4.0
588,17,154,0.0,1.0
589,17,161,0.0,2.0
590,17,163,0.0,1.0
591,17,164,1.0,1.0
592,17,202,1.0,1.0
593,17,234,1.0,1.0
594,17,235,0.3333333333333333,6.0
595,17,238,0.0,1.0
596,17,240,0.0,1.0
597,17,245,0.5,2.0
598,17,254,0.0,1.0
599,17,266,1.0,1.0
600,17,267,0.4,5.0
601,17,350,0.42857142857142855,28.0
602,17,412,0.18181818181818182,11.0
603,17,432,0.25,4.0
604,17,497,0.0,1.0
605,17,517,0.0,2.0
606,17,555,0.4,5.0
607,17,711,0.0,1.0
608,17,777,0.0,1.0
609,17,875,0.0,1.0
610,18,1,0.42857142857142855,14.0
611,18,2,0.0,1.0
612,18,3,0.5233160621761658,193.0
613,18,4,0.42857142857142855,7.0
614,18,5,0.0,2.0
615,18,6,0.0,1.0
616,18,7,0.3793103448275862,29.0
617,18,9,0.4,30.0
618,18,10,0.0,1.0
619,18,11,0.0,2.0
620,18,12,0.4473229706390328,579.0
621,18,14,0.75,8.0
622,18,16,0.5,176.0
623,18,17,0.38461538461538464,13.0
624,18,19,0.3333333333333333,6.0
625,18,20,0.43333333333333335,30.0
626,18,21,0.38095238095238093,21.0
627,18,22,0.5833333333333334,12.0
628,18,23,0.0,1.0
629,18,24,0.6666666666666666,6.0
630,18,25,0.44621513944223107,251.0
631,18,26,0.3524590163934426,122.0
632,18,27,0.45454545454545453,11.0
633,18,28,1.0,1.0
634,18,29,0.5,16.0
635,18,30,0.45454545454545453,11.0
636,18,31,0.4,5.0
637,18,32,0.513126491646778,1257.0
638,18,33,0.4,5.0
639,18,34,0.5,42.0
640,18,35,0.42567567567567566,148.0
641,18,36,1.0,1.0
642,18,37,0.5428571428571428,35.0
643,18,39,0.6666666666666666,3.0
644,18,40,0.5,118.0
645,18,42,0.0,2.0
646,18,43,0.5020746887966805,241.0
647,18,44,0.5384615384615384,91.0
648,18,45,0.5238095238095238,63.0
649,18,48,0.4727272727272727,55.0
650,18,50,0.4020618556701031,97.0
651,18,51,0.0,1.0
652,18,53,0.537080405932865,1281.0
653,18,54,0.15,20.0
654,18,55,0.3333333333333333,3.0
655,18,57,0.5567970204841713,537.0
656,18,59,0.47368421052631576,38.0
657,18,60,0.6666666666666666,6.0
658,18,61,1.0,1.0
659,18,62,0.6190476190476191,21.0
660,18,63,0.4533333333333333,75.0
661,18,64,0.3,10.0
662,18,67,0.0,2.0
663,18,68,0.375,8.0
664,18,69,0.0,1.0
665,18,74,0.21428571428571427,14.0
666,18,76,1.0,2.0
667,18,78,0.32432432432432434,74.0
668,18,79,0.6029411764705882,68.0
669,18,80,0.45724907063197023,269.0
670,18,81,0.2222222222222222,9.0
671,18,82,0.0,1.0
672,18,84,1.0,2.0
673,18,85,0.3333333333333333,9.0
674,18,86,0.0,2.0
675,18,89,0.4771674387822634,1511.0
676,18,90,0.3333333333333333,3.0
677,18,91,0.0,2.0
678,18,92,0.5,2.0
679,18,98,0.5405405405405406,74.0
680,18,99,0.41353383458646614,133.0
681,18,101,0.4698275862068966,232.0
682,18,103,1.0,2.0
683,18,104,0.5,2.0
684,18,105,0.0,2.0
685,18,106,0.4,5.0
686,18,107,0.6666666666666666,12.0
687,18,111,0.445859872611465,471.0
688,18,112,0.0,1.0
689,18,113,0.0,3.0
690,18,115,0.5,4.0
691,18,117,0.4969843184559711,829.0
692,18,122,0.0,1.0
693,18,126,1.0,1.0
694,18,127,0.6923076923076923,13.0
695,18,134,0.47368421052631576,19.0
696,18,141,0.0,1.0
697,18,142,0.6428571428571429,14.0
698,18,143,0.3956043956043956,91.0
699,18,145,1.0,1.0
700,18,147,0.359375,64.0
701,18,154,0.5390625,128.0
702,18,157,0.0,4.0
703,18,161,0.3111111111111111,45.0
704,18,163,0.6222222222222222,45.0
705,18,164,0.6923076923076923,13.0
706,18,166,0.6,5.0
707,18,201,0.5147679324894515,237.0
708,18,203,0.0,1.0
709,18,223,0.4642857142857143,28.0
710,18,234,1.0,2.0
711,18,235,0.460431654676259,139.0
712,18,236,0.0,1.0
713,18,238,0.25,4.0
714,18,245,0.5769230769230769,26.0
715,18,246,0.42857142857142855,14.0
716,18,254,0.5,2.0
717,18,266,1.0,1.0
718,18,267,0.5069444444444444,576.0
719,18,268,0.0,3.0
720,18,350,0.506124448799608,2041.0
721,18,360,0.0,1.0
722,18,412,0.4821264894592117,1091.0
723,18,421,0.5,4.0
724,18,429,0.0,1.0
725,18,432,0.5079365079365079,126.0
726,18,497,0.5,392.0
727,18,516,0.5,6.0
728,18,517,0.4146341463414634,41.0
729,18,518,0.5238095238095238,21.0
730,18,526,0.5353535353535354,297.0
731,18,555,0.5147744945567652,643.0
732,18,711,0.41818181818181815,55.0
733,18,777,0.0,4.0
734,18,875,0.46859903381642515,207.0
735,18,876,0.0,1.0
736,19,13,0.0,1.0
737,19,21,0.0,1.0
738,19,25,0.0,1.0
739,19,26,1.0,1.0
740,19,43,1.0,1.0
741,19,50,1.0,1.0
742,19,53,0.0,1.0
743,19,63,1.0,1.0
744,19,154,0.0,1.0
745,19,161,0.0,1.0
746,19,235,0.5454545454545454,33.0
747,19,350,0.5,2.0
748,19,555,0.0,1.0
749,20,7,0.0,1.0
750,20,9,0.5,2.0
751,20,11,0.0,1.0
752,20,12,0.3333333333333333,3.0
753,20,16,0.0,3.0
754,20,17,0.0,5.0
755,20,21,1.0,1.0
756,20,23,0.0,1.0
757,20,26,1.0,1.0
758,20,27,0.0,1.0
759,20,29,0.0,1.0
760,20,30,0.0,1.0
761,20,32,0.0,3.0
762,20,33,0.0,3.0
763,20,34,0.0,1.0
764,20,35,0.5,2.0
765,20,37,0.0,1.0
766,20,39,0.0,1.0
767,20,43,0.0,2.0
768,20,45,0.0,1.0
769,20,53,0.25,4.0
770,20,54,0.0,1.0
771,20,55,0.0,1.0
772,20,57,0.0,2.0
773,20,64,0.0,1.0
774,20,67,0.0,1.0
775,20,78,0.0,1.0
776,20,80,0.0,1.0
777,20,81,0.0,2.0
778,20,86,0.0,2.0
779,20,89,0.2,5.0
780,20,98,1.0,1.0
781,20,99,0.3333333333333333,3.0
782,20,101,0.25,4.0
783,20,104,0.0,1.0
784,20,107,0.0,1.0
785,20,115,0.0,1.0
786,20,117,1.0,1.0
787,20,131,0.0,1.0
788,20,143,0.0,2.0
789,20,157,0.0,1.0
790,20,163,0.0,1.0
791,20,166,0.0,2.0
792,20,201,0.0,1.0
793,20,202,0.0,1.0
794,20,235,0.3333333333333333,6.0
795,20,254,0.0,1.0
796,20,267,0.5,2.0
797,20,350,0.18181818181818182,11.0
798,20,412,0.0,3.0
799,20,421,0.0,1.0
800,20,427,0.5,2.0
801,20,432,0.5,2.0
802,20,497,0.0,1.0
803,20,516,0.0,1.0
804,20,526,0.0,2.0
805,20,555,0.0,4.0
806,20,711,0.0,1.0
807,20,777,0.0,1.0
808,20,875,0.0,2.0
809,20,876,0.0,1.0
810,21,1,0.5052083333333334,192.0
811,21,3,0.5107231920199501,2005.0
812,21,4,0.5076923076923077,65.0
813,21,5,0.2222222222222222,18.0
814,21,6,0.2,10.0
815,21,7,0.514018691588785,321.0
816,21,8,0.25,8.0
817,21,9,0.5327868852459017,488.0
818,21,10,0.3333333333333333,12.0
819,21,11,0.25,16.0
820,21,12,0.5253615807700143,4909.0
821,21,13,0.42857142857142855,7.0
822,21,14,0.5669291338582677,127.0
823,21,15,0.46153846153846156,13.0
824,21,16,0.5218012866333095,2798.0
825,21,17,0.3865546218487395,119.0
826,21,18,0.0,2.0
827,21,19,0.3076923076923077,26.0
828,21,20,0.4591194968553459,159.0
829,21,22,0.49892008639308855,463.0
830,21,23,0.2,10.0
831,21,24,0.15384615384615385,13.0
832,21,25,0.5089361702127659,4700.0
833,21,26,0.5322331098504384,1939.0
834,21,27,0.35526315789473684,76.0
835,21,28,0.0,2.0
836,21,29,0.5116279069767442,129.0
837,21,30,0.5454545454545454,121.0
838,21,31,0.49230769230769234,65.0
839,21,32,0.5448048080567437,18469.0
840,21,33,0.52,50.0
841,21,34,0.4794520547945205,584.0
842,21,35,0.49593908629441624,1970.0
843,21,36,0.5217391304347826,23.0
844,21,37,0.5267260579064588,898.0
845,21,38,0.14285714285714285,7.0
846,21,39,0.22727272727272727,22.0
847,21,40,0.5023102310231023,1515.0
848,21,41,0.42857142857142855,7.0
849,21,42,0.0,1.0
850,21,43,0.4975800875777829,4339.0
851,21,44,0.5089285714285714,560.0
852,21,45,0.515817223198594,1138.0
853,21,48,0.5232323232323233,495.0
854,21,50,0.4482431149097816,1053.0
855,21,51,0.16666666666666666,6.0
856,21,53,0.5533255768857863,10314.0
857,21,54,0.4567901234567901,243.0
858,21,55,0.25,20.0
859,21,57,0.5640771895101435,6063.0
860,21,58,0.0,1.0
861,21,59,0.4737678855325914,629.0
862,21,60,0.6428571428571429,28.0
863,21,61,0.3125,32.0
864,21,62,0.48484848484848486,99.0
865,21,63,0.4993234100135318,1478.0
866,21,64,0.37142857142857144,105.0
867,21,67,0.375,8.0
868,21,68,0.4811320754716981,106.0
869,21,69,0.5294117647058824,17.0
870,21,72,0.5,8.0
871,21,74,0.5406976744186046,344.0
872,21,75,0.1875,16.0
873,21,76,0.41304347826086957,46.0
874,21,78,0.5329512893982808,698.0
875,21,79,0.517774343122102,647.0
876,21,80,0.49725274725274726,1456.0
877,21,81,0.3492063492063492,63.0
878,21,82,0.35,20.0
879,21,83,0.5,2.0
880,21,84,0.0,4.0
881,21,85,0.46601941747572817,103.0
882,21,86,0.4,5.0
883,21,89,0.5380759307040177,13565.0
884,21,90,0.5625,48.0
885,21,91,0.18181818181818182,11.0
886,21,92,0.4,5.0
887,21,96,0.3,10.0
888,21,98,0.5273189326556544,787.0
889,21,99,0.4879175550817342,2814.0
890,21,101,0.4858156028368794,6204.0
891,21,103,0.43478260869565216,69.0
892,21,104,0.2916666666666667,24.0
893,21,105,0.5,16.0
894,21,106,0.2857142857142857,7.0
895,21,107,0.4186046511627907,43.0
896,21,110,0.4,10.0
897,21,111,0.5418429713211096,4254.0
898,21,112,0.5862068965517241,29.0
899,21,113,0.5882352941176471,34.0
900,21,114,0.16666666666666666,6.0
901,21,115,0.453416149068323,161.0
902,21,117,0.5102914539766178,6073.0
