position,name,championsKilled,numDeaths,assists,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
A,가렌,6.368421052631579,6.2631578947368425,4.578947368421052,13.210526315789474,1.5789473684210527,0.0,144.73684210526315,1.368421052631579,212.52631578947367,3.263157894736842,10770.736842105263,10261.157894736842,167.26315789473685,1303.0,14372.105263157895,13954.631578947368,113859.47368421052,23341.947368421053,0.0,0.0,26.63157894736842
A,갈리오,6.714285714285714,9.0,12.428571428571429,7.571428571428571,0.5714285714285714,0.2857142857142857,111.0,1.4285714285714286,0.0,3.0,11169.142857142857,332.7142857142857,16667.571428571428,2462.714285714286,19461.285714285714,17452.714285714286,93653.71428571429,28734.14285714286,0.0,0.0,34.857142857142854
A,갱플랭크,2.5,3.875,5.125,3.75,0.875,0.125,109.625,0.875,585.0,1.25,7218.5,6836.0,1491.0,2754.125,8117.625,9309.25,76669.125,12899.75,0.0,0.0,5.25
A,그라가스,3.6666666666666665,7.333333333333333,10.666666666666666,10.0,0.0,0.0,134.66666666666666,1.0,0.0,1.6666666666666667,9948.333333333334,1757.6666666666667,17807.333333333332,8328.666666666666,13954.0,19895.666666666668,106934.66666666667,24866.666666666668,0.0,0.0,50.666666666666664
A,그레이브즈,5.666666666666667,5.826666666666667,5.266666666666667,17.173333333333332,1.4266666666666667,0.16,160.2,1.3733333333333333,336.32,2.9066666666666667,10602.973333333333,14985.586666666666,767.3733333333333,2493.5733333333333,11262.2,16170.96,133010.72,19101.653333333332,0.0,0.0,14.32
A,그웬,3.2222222222222223,5.222222222222222,2.4444444444444446,6.444444444444445,0.6666666666666666,0.2222222222222222,114.0,1.1111111111111112,0.0,1.1111111111111112,7274.666666666667,2140.1111111111113,4646.777777777777,2168.0,9008.111111111111,10033.444444444445,73275.0,16916.444444444445,0.0,0.0,3.4444444444444446
A,나르,4.333333333333333,5.111111111111111,5.888888888888889,8.444444444444445,0.7777777777777778,0.2222222222222222,132.77777777777777,1.2222222222222223,116.88888888888889,2.2222222222222223,9116.0,11872.111111111111,1711.7777777777778,3042.6666666666665,11017.444444444445,13906.444444444445,96055.55555555556,19284.11111111111,0.0,0.0,22.666666666666668
A,나미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,나서스,3.0,6.125,4.625,4.625,1.25,0.0,126.25,0.75,0.25,1.375,8430.25,5545.375,4391.5,1115.5,14069.125,10119.625,94122.5,22012.5,0.0,0.0,10.25
A,노틸러스,8.0,7.5,9.5,16.0,1.0,0.0,93.0,1.5,0.0,2.0,10528.5,9133.5,5077.0,2870.5,11327.0,14716.0,73081.5,19415.0,0.0,0.0,60.0
A,녹턴,1.375,2.0,0.5,1.0,0.125,0.0,33.375,0.375,0.0,0.75,2683.375,2499.25,236.375,707.5,2764.0,2821.75,19720.75,3876.875,0.0,0.0,16.0
A,누누와 윌럼프,4.0,7.470588235294118,4.764705882352941,16.058823529411764,0.35294117647058826,0.11764705882352941,55.294117647058826,0.8235294117647058,0.8235294117647058,1.6470588235294117,7311.35294117647,441.88235294117646,8464.823529411764,6387.764705882353,11617.764705882353,9454.35294117647,61300.882352941175,19545.882352941175,0.0,0.0,18.176470588235293
A,니달리,5.111111111111111,5.444444444444445,4.777777777777778,15.777777777777779,0.7777777777777778,0.3333333333333333,116.0,1.4444444444444444,266.22222222222223,2.3333333333333335,9172.222222222223,2124.3333333333335,9358.333333333334,4454.111111111111,11402.222222222223,11883.888888888889,83243.55555555556,18675.666666666668,0.0,0.0,1.1111111111111112
A,니코,6.466666666666667,5.9,8.566666666666666,12.2,1.8666666666666667,0.2,161.73333333333332,1.5333333333333334,80.6,3.4,11380.366666666667,3462.733333333333,13446.0,1903.9333333333334,10572.233333333334,17489.333333333332,125726.43333333333,17609.533333333333,0.0,0.0,33.03333333333333
A,다리우스,5.538461538461538,6.038461538461538,3.4615384615384617,11.307692307692308,1.3846153846153846,0.2692307692307692,132.92307692307693,1.1923076923076923,17.346153846153847,2.3076923076923075,9833.307692307691,11904.576923076924,213.96153846153845,4902.884615384615,13981.423076923076,14778.653846153846,108542.69230769231,24510.076923076922,0.0,0.0,17.115384615384617
A,다이애나,6.571428571428571,6.428571428571429,7.142857142857143,12.428571428571429,2.0,0.14285714285714285,147.0,1.4285714285714286,0.0,2.7142857142857144,11842.142857142857,1839.142857142857,17660.0,1338.857142857143,12125.285714285714,20162.714285714286,136569.14285714287,18306.571428571428,0.0,0.0,7.0
A,드레이븐,7.917306556408742,6.327820437093916,5.925575900767868,12.952155936207914,1.5587714116952156,0.24630832841110456,171.56408741878323,1.6125221500295335,862.5764914353219,3.5351447135262846,12680.154754873007,18470.56349675133,272.3349084465446,1791.3981098641466,12466.081512108683,19258.763142350857,138251.08446544595,20294.70348493798,0.0,0.0,9.509746012994684
A,라이즈,4.479166666666667,6.479166666666667,6.3125,14.583333333333334,1.0625,0.0625,167.45833333333334,1.1041666666666667,0.0,1.9375,10726.729166666666,812.1458333333334,15209.645833333334,2287.0,14017.958333333334,16267.4375,141340.9375,22960.4375,0.0,0.0,23.791666666666668
A,라칸,3.0,6.0,9.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,9563.0,1796.0,17251.0,6582.0,15085.0,19906.0,69185.0,23524.0,0.0,0.0,28.0
A,람머스,4.714285714285714,9.714285714285714,10.0,6.285714285714286,0.8571428571428571,0.0,104.85714285714286,0.8571428571428571,40.142857142857146,1.7142857142857142,9592.142857142857,2554.4285714285716,14488.714285714286,1680.5714285714287,15738.142857142857,18480.285714285714,87668.14285714286,29291.85714285714,0.0,0.0,42.714285714285715
A,럭스,5.9391891891891895,5.621621621621622,8.824324324324325,5.331081081081081,0.9662162162162162,0.16891891891891891,154.9527027027027,1.277027027027027,1.9932432432432432,3.027027027027027,10838.777027027027,1053.5202702702702,16748.195945945947,1130.1351351351352,7484.277027027027,18317.77027027027,114678.5,12883.277027027027,0.0,0.0,37.486486486486484
A,럼블,6.476190476190476,7.9523809523809526,8.380952380952381,13.0,0.5714285714285714,0.14285714285714285,149.1904761904762,1.4761904761904763,0.0,2.619047619047619,11242.380952380952,722.8571428571429,22032.095238095237,1815.7619047619048,13277.190476190477,23256.04761904762,115779.90476190476,23748.904761904763,0.0,0.0,16.095238095238095
