position,name,championsKilled,numDeaths,assists,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
A,가렌,6.968253968253968,5.936507936507937,5.873015873015873,16.761904761904763,1.6507936507936507,0.15873015873015872,147.6984126984127,1.253968253968254,327.25396825396825,2.857142857142857,11572.142857142857,11905.412698412698,389.42857142857144,2247.063492063492,16359.301587301587,16380.603174603175,118654.12698412698,26349.873015873014,0.0,0.0,26.952380952380953
A,갈리오,4.571428571428571,8.071428571428571,11.214285714285714,5.642857142857143,0.5,0.0,119.71428571428571,1.1428571428571428,0.0,1.7142857142857142,9687.285714285714,466.7857142857143,13477.714285714286,1355.5714285714287,16103.714285714286,14294.0,89380.57142857143,23364.571428571428,0.0,0.0,32.5
A,갱플랭크,5.0,6.7368421052631575,7.894736842105263,6.421052631578948,1.0,0.15789473684210525,149.73684210526315,1.2105263157894737,1135.7894736842106,1.7894736842105263,11035.368421052632,11393.105263157895,2902.5263157894738,4746.473684210527,12579.315789473685,16627.263157894737,128860.94736842105,20016.36842105263,0.0,0.0,8.68421052631579
A,그라가스,5.375,5.75,7.625,16.0,1.125,0.0,102.0,1.125,0.0,2.75,9556.375,904.125,12485.125,7151.375,12978.5,14179.625,86441.5,22344.5,0.0,0.0,25.75
A,그레이브즈,5.785714285714286,5.995798319327731,5.428571428571429,17.96638655462185,1.2436974789915967,0.18067226890756302,157.0966386554622,1.3319327731092436,363.6764705882353,2.596638655462185,10833.252100840336,15345.941176470587,781.8739495798319,2725.8529411764707,11399.126050420167,16631.214285714286,133390.80252100842,19570.777310924368,0.0,0.0,14.630252100840336
A,그웬,4.782608695652174,6.086956521739131,4.173913043478261,10.695652173913043,1.173913043478261,0.30434782608695654,138.6086956521739,1.1304347826086956,11.043478260869565,1.7826086956521738,9511.91304347826,3615.478260869565,7445.869565217391,3235.913043478261,15227.521739130434,14850.826086956522,105198.65217391304,23416.91304347826,0.0,0.0,4.739130434782608
A,나르,4.774193548387097,8.483870967741936,6.806451612903226,14.516129032258064,1.1290322580645162,0.0967741935483871,138.70967741935485,1.2258064516129032,179.96774193548387,1.967741935483871,10696.451612903225,14041.483870967742,2319.064516129032,3682.6451612903224,16396.225806451614,16840.967741935485,120366.70967741935,27022.16129032258,0.0,0.0,28.322580645161292
A,나미,5.0,6.0,8.0,2.0,1.0,0.5,47.0,1.0,0.0,3.0,8341.0,1266.5,5964.0,4440.5,10452.0,7763.5,28109.5,13933.0,0.0,0.0,21.0
A,나서스,4.517241379310345,5.896551724137931,5.931034482758621,10.03448275862069,1.7586206896551724,0.3103448275862069,144.9655172413793,1.206896551724138,41.96551724137931,2.103448275862069,10569.068965517241,6795.620689655172,7310.172413793103,1911.8620689655172,15446.586206896553,14651.862068965518,122893.31034482758,25973.55172413793,0.0,0.0,12.793103448275861
A,노틸러스,3.6666666666666665,5.888888888888889,6.888888888888889,4.555555555555555,0.4444444444444444,0.0,91.0,0.8888888888888888,2.888888888888889,1.1111111111111112,7978.0,1801.888888888889,6283.333333333333,942.7777777777778,10232.444444444445,8548.111111111111,64014.22222222222,16741.88888888889,0.0,0.0,44.44444444444444
A,녹턴,2.7083333333333335,3.5833333333333335,3.2083333333333335,9.666666666666666,0.2916666666666667,0.0,56.166666666666664,0.75,0.0,1.4166666666666667,5125.791666666667,6024.583333333333,712.8333333333334,2820.2916666666665,7029.583333333333,6950.75,49749.791666666664,11197.25,0.0,0.0,57.625
