position,name,championsKilled,numDeaths,assists,neutralMinionsKilled,turretsKilled,barracksKilled,minionsKilled,largestMultiKill,largestCriticalStrike,largestKillingSpree,goldEarned,physicalDamageDealtToChampions,magicDamageDealtPlayer,totalHeal,physicalDamageTaken,totalDamageDealtToChampions,totalDamageDealt,totalDamageTaken,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,timeCCingOthers
A,가렌,7.761904761904762,5.488095238095238,5.345238095238095,15.714285714285714,1.6666666666666667,0.27380952380952384,151.02380952380952,1.380952380952381,306.0833333333333,3.75,12037.964285714286,12332.166666666666,305.10714285714283,2535.2023809523807,15453.833333333334,16758.940476190477,126344.80952380953,25536.059523809523,0.0,0.0,27.726190476190474
A,갈리오,4.25,6.55,11.0,3.4,0.6,0.15,129.2,1.25,0.85,1.9,10203.5,350.7,14416.1,1241.7,16299.45,15264.15,95590.05,22504.0,0.0,0.0,33.75
A,갱플랭크,3.411764705882353,6.235294117647059,6.411764705882353,5.882352941176471,0.7058823529411765,0.0,140.0,1.2352941176470589,872.1764705882352,1.6470588235294117,9877.0,9016.35294117647,2524.6470588235293,4591.0,13301.882352941177,13270.235294117647,121724.5294117647,19458.0,0.0,0.0,7.647058823529412
A,그라가스,2.7,4.3,5.5,6.5,0.6,0.0,85.3,0.9,0.0,0.8,6517.6,845.1,8783.2,3882.1,8880.2,9977.1,55669.0,14246.3,0.0,0.0,19.0
A,그레이브즈,6.305084745762712,5.810169491525424,5.976271186440678,22.227118644067797,1.3389830508474576,0.2576271186440678,154.38305084745764,1.3593220338983052,379.864406779661,2.91864406779661,11230.230508474577,16013.261016949153,880.3559322033898,2978.2610169491527,11992.450847457627,17516.210169491525,137659.5694915254,20134.87118644068,0.0,0.0,14.586440677966102
A,그웬,4.64,5.24,3.96,10.6,0.76,0.12,115.68,1.32,0.0,2.0,8530.68,2732.52,5661.56,2575.8,12854.0,11548.88,79765.04,19328.0,0.0,0.0,4.28
A,나르,5.421052631578948,7.421052631578948,5.052631578947368,7.315789473684211,0.9473684210526315,0.05263157894736842,116.89473684210526,1.0526315789473684,83.84210526315789,2.3684210526315788,9165.21052631579,11550.368421052632,1879.2631578947369,2676.315789473684,13898.894736842105,13728.947368421053,92298.36842105263,21711.736842105263,0.0,0.0,24.789473684210527
A,나미,3.857142857142857,7.571428571428571,15.714285714285714,3.142857142857143,0.8571428571428571,0.2857142857142857,107.42857142857143,0.8571428571428571,38.285714285714285,1.7142857142857142,10259.285714285714,2112.5714285714284,11290.714285714286,15280.42857142857,10939.714285714286,13773.285714285714,67013.14285714286,24750.85714285714,0.0,0.0,30.142857142857142
A,나서스,4.311111111111111,5.4222222222222225,5.7555555555555555,10.044444444444444,1.3333333333333333,0.24444444444444444,127.33333333333333,1.1111111111111112,28.844444444444445,1.8222222222222222,9477.222222222223,6927.6,7052.111111111111,1758.888888888889,13968.644444444444,14485.977777777778,108736.75555555556,24467.31111111111,0.0,0.0,11.866666666666667
A,노틸러스,4.111111111111111,8.222222222222221,8.777777777777779,6.222222222222222,0.2222222222222222,0.0,96.22222222222223,1.1111111111111112,5.888888888888889,1.7777777777777777,9068.888888888889,2965.777777777778,7814.555555555556,2597.222222222222,14349.666666666666,12185.555555555555,64968.22222222222,25534.88888888889,0.0,0.0,57.22222222222222
A,녹턴,4.03125,3.59375,2.59375,10.9375,0.59375,0.0625,61.15625,0.90625,135.78125,1.6875,6052.6875,6901.4375,538.875,1797.5,7067.375,7958.59375,59157.5625,11311.96875,0.0,0.0,65.03125
A,누누와 윌럼프,4.3125,7.5625,7.325,17.3,0.3625,0.0625,64.7875,0.8875,2.5625,1.55,7873.5875,677.4125,9238.5375,7100.925,13569.9125,10385.7625,71902.75,21545.375,0.0,0.0,23.225
A,니달리,5.705882352941177,5.96078431372549,6.215686274509804,16.176470588235293,0.7450980392156863,0.11764705882352941,111.80392156862744,1.2745098039215685,117.58823529411765,2.450980392156863,9798.29411764706,2757.7843137254904,12627.666666666666,6136.78431372549,12613.843137254902,15812.980392156862,94819.19607843137,20952.50980392157,0.0,0.0,0.7254901960784313
A,니코,5.991935483870968,5.67741935483871,7.887096774193548,5.056451612903226,1.0564516129032258,0.25806451612903225,133.7983870967742,1.314516129032258,58.104838709677416,2.903225806451613,10180.282258064517,1892.6612903225807,14201.016129032258,1941.7983870967741,10226.975806451614,16661.822580645163,100300.55645161291,17050.112903225807,0.0,0.0,36.104838709677416
